,Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,prediction
458,458,27,female,2,own,little,little,343,6,domestic appliances,good,0
459,459,32,male,2,own,little,,4594,18,radio/TV,good,1
460,460,37,male,2,own,little,little,3620,36,furniture/equipment,good,0
461,461,36,male,2,own,little,little,1721,15,car,good,1
462,462,34,female,3,rent,little,moderate,3017,12,furniture/equipment,good,1
463,463,38,male,2,own,,moderate,754,12,education,good,1
464,464,34,male,2,own,little,,1950,18,business,good,1
465,465,63,male,2,own,little,little,2924,24,car,good,1
466,466,29,female,1,rent,little,little,1659,24,radio/TV,bad,0
467,467,32,male,2,own,,,7238,48,radio/TV,good,1
468,468,26,female,2,own,little,,2764,33,business,good,1
469,469,35,male,1,own,little,,4679,24,car,good,1
470,470,22,male,2,rent,moderate,moderate,3092,24,radio/TV,bad,1
471,471,23,female,2,own,little,little,448,6,education,bad,0
472,472,28,male,1,own,little,little,654,9,car,bad,1
473,473,36,male,3,own,,,1238,6,education,good,1
474,474,33,male,2,own,little,moderate,1245,18,radio/TV,bad,1
475,475,26,female,2,rent,little,little,3114,18,furniture/equipment,bad,0
476,476,24,male,2,own,quite rich,,2569,39,car,good,1
477,477,25,male,2,own,little,rich,5152,24,radio/TV,good,1
478,478,39,male,1,own,moderate,moderate,1037,12,business,good,1
479,479,44,male,2,own,little,little,1478,15,furniture/equipment,good,1
480,480,23,female,1,own,little,moderate,3573,12,radio/TV,good,1
481,481,26,male,2,own,little,moderate,1201,24,car,good,1
482,482,57,female,2,rent,rich,little,3622,30,furniture/equipment,good,1
483,483,30,female,2,own,rich,,960,15,furniture/equipment,good,1
484,484,44,male,2,own,quite rich,,1163,12,car,good,1
485,485,47,male,3,own,little,moderate,1209,6,car,bad,1
486,486,52,male,2,own,little,,3077,12,radio/TV,good,1
487,487,62,female,2,free,little,,3757,24,car,good,1
488,488,35,male,1,rent,moderate,,1418,10,car,good,1
489,489,26,male,2,rent,little,,3518,6,car,good,1
490,490,26,male,2,own,little,,1934,12,radio/TV,good,1
491,491,42,female,3,free,little,moderate,8318,27,business,bad,0
492,492,27,female,2,own,moderate,,1237,6,radio/TV,good,1
493,493,38,male,2,own,,moderate,368,6,radio/TV,good,1
494,494,39,male,1,rent,little,little,2122,12,car,good,1
495,495,20,male,2,own,,little,2996,24,furniture/equipment,bad,1
496,496,29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad,0
497,497,40,male,2,own,little,,1585,24,furniture/equipment,good,1
498,498,32,male,1,own,little,moderate,1301,18,radio/TV,good,1
499,499,28,male,2,own,moderate,rich,1323,6,car,good,1
500,500,27,female,2,own,little,little,3123,24,car,bad,0
501,501,42,male,2,free,little,little,5493,36,car,good,0
502,502,49,male,2,own,moderate,rich,1126,9,radio/TV,good,1
503,503,38,male,2,own,moderate,moderate,1216,24,radio/TV,bad,1
504,504,24,female,2,rent,little,little,1207,24,car,bad,0
505,505,27,male,1,own,,,1309,10,car,bad,1
506,506,36,male,2,own,quite rich,rich,2360,15,car,good,1
507,507,34,male,3,own,moderate,moderate,6850,15,car,bad,1
508,508,28,male,2,own,little,,1413,24,radio/TV,good,1
509,509,45,male,3,own,moderate,,8588,39,car,good,1
510,510,26,male,2,own,little,little,759,12,car,bad,1
511,511,32,male,3,free,little,,4686,36,car,good,1
512,512,26,male,2,rent,little,rich,2687,15,business,good,1
513,513,20,male,2,rent,little,moderate,585,12,radio/TV,good,1
514,514,54,male,2,own,,,2255,24,car,good,1
515,515,37,female,2,own,little,little,609,6,car,good,1
516,516,40,male,1,own,little,little,1361,6,car,good,1
517,517,23,female,2,rent,little,,7127,36,furniture/equipment,bad,1
518,518,43,male,2,own,moderate,little,1203,6,car,good,1
519,519,36,male,2,free,,,700,6,radio/TV,good,1
520,520,44,male,2,free,little,,5507,24,repairs,good,1
521,521,24,female,2,own,little,little,3190,18,radio/TV,bad,1
522,522,53,male,2,free,little,little,7119,48,furniture/equipment,bad,0
523,523,23,female,2,own,moderate,,3488,24,car,good,1
524,524,26,female,1,own,little,moderate,1113,18,radio/TV,good,1
525,525,30,male,2,own,little,moderate,7966,26,car,good,0
526,526,31,female,2,own,moderate,,1532,15,education,good,1
527,527,42,male,1,own,little,,1503,4,radio/TV,good,1
528,528,31,male,2,rent,little,little,2302,36,radio/TV,bad,0
529,529,41,male,1,own,little,little,662,6,car,good,1
530,530,32,male,2,own,little,moderate,2273,36,education,good,0
531,531,28,female,2,rent,moderate,moderate,2631,15,car,bad,1
532,532,41,male,2,rent,little,,1503,12,car,good,1
533,533,26,male,2,own,moderate,,1311,24,radio/TV,good,1
534,534,25,male,2,own,,,3105,24,radio/TV,good,1
535,535,33,male,2,rent,little,rich,2319,21,education,bad,0
536,536,75,female,3,own,,little,1374,6,car,good,1
537,537,37,female,2,own,little,moderate,3612,18,furniture/equipment,good,1
538,538,42,male,3,free,little,little,7763,48,car,bad,0
539,539,45,female,1,own,little,rich,3049,18,furniture/equipment,good,1
540,540,23,male,2,rent,little,moderate,1534,12,radio/TV,bad,1
541,541,60,male,2,free,little,,2032,24,car,good,1
542,542,31,male,2,own,,little,6350,30,furniture/equipment,bad,1
543,543,34,male,1,own,little,rich,2864,18,furniture/equipment,bad,1
544,544,61,male,1,own,little,,1255,12,car,good,1
545,545,43,male,2,free,little,little,1333,24,car,bad,0
546,546,37,female,2,own,little,,2022,24,car,good,1
547,547,32,male,2,own,little,,1552,24,radio/TV,good,1
548,548,24,female,1,own,little,little,626,12,radio/TV,bad,1
549,549,35,male,2,free,,,8858,48,car,good,1
550,550,23,female,2,own,,,996,12,repairs,good,1
551,551,45,male,1,own,quite rich,,1750,6,radio/TV,good,1
552,552,34,male,2,own,little,little,6999,48,radio/TV,bad,0
553,553,27,male,2,own,moderate,moderate,1995,12,car,good,1
554,554,67,female,3,own,little,moderate,1199,9,education,good,1
555,555,22,male,2,own,little,moderate,1331,12,radio/TV,bad,1
556,556,28,female,2,own,moderate,moderate,2278,18,car,bad,1
557,557,29,female,2,own,,,5003,21,car,bad,1
558,558,27,male,2,own,little,little,3552,24,furniture/equipment,bad,1
559,559,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad,1
560,560,49,male,2,free,,little,2964,24,car,good,1
561,561,24,male,1,rent,little,little,1546,24,radio/TV,bad,0
562,562,29,female,2,own,little,rich,683,6,radio/TV,good,1
563,563,37,male,2,free,,moderate,12389,36,car,bad,1
564,564,37,male,3,own,,moderate,4712,24,business,good,1
565,565,23,female,2,rent,moderate,moderate,1553,24,radio/TV,good,1
566,566,36,male,2,own,little,little,1372,12,car,bad,1
567,567,34,male,2,own,rich,,2578,24,radio/TV,good,1
568,568,41,male,2,own,,moderate,3979,48,radio/TV,good,1
569,569,31,female,2,own,little,little,6758,48,radio/TV,bad,0
570,570,23,female,1,rent,little,little,3234,24,furniture/equipment,bad,0
571,571,38,male,2,own,little,,5954,30,radio/TV,good,1
572,572,26,female,3,rent,,,5433,24,car,good,1
573,573,22,female,1,own,little,little,806,15,business,good,0
574,574,27,male,1,own,little,moderate,1082,9,radio/TV,good,1
575,575,24,female,2,own,little,,2788,15,furniture/equipment,good,1
576,576,27,female,2,own,little,moderate,2930,12,radio/TV,good,1
577,577,33,female,2,own,,,1927,24,education,good,1
578,578,27,male,2,own,little,moderate,2820,36,car,bad,0
579,579,27,male,1,own,little,,937,24,education,good,1
580,580,30,male,2,own,little,moderate,1056,18,car,bad,1
581,581,49,male,1,own,little,moderate,3124,12,car,good,1
582,582,26,female,2,rent,little,,1388,9,furniture/equipment,good,1
583,583,33,male,1,rent,little,moderate,2384,36,repairs,bad,0
584,584,52,female,3,free,,,2133,12,car,good,1
585,585,20,female,2,rent,little,little,2039,18,furniture/equipment,bad,0
586,586,36,male,2,rent,little,little,2799,9,car,good,1
587,587,21,male,1,own,little,little,1289,12,furniture/equipment,good,1
588,588,47,male,1,own,little,little,1217,18,domestic appliances,bad,1
589,589,60,male,2,own,little,little,2246,12,furniture/equipment,bad,1
590,590,58,female,1,own,little,little,385,12,radio/TV,good,1
591,591,42,female,2,rent,,moderate,1965,24,car,good,1
592,592,36,female,1,own,rich,,1572,21,business,good,1
593,593,20,female,1,rent,little,moderate,2718,24,car,bad,0
594,594,40,male,3,own,,little,1358,24,vacation/others,bad,1
595,595,32,female,1,own,moderate,moderate,931,6,car,bad,1
596,596,23,female,2,rent,little,little,1442,24,car,bad,0
597,597,36,male,1,own,little,moderate,4241,24,business,bad,1
598,598,31,male,2,own,little,,2775,18,car,bad,1
599,599,32,male,2,free,little,,3863,24,business,good,1
600,600,45,female,2,own,little,moderate,2329,7,radio/TV,good,1
601,601,30,female,2,own,little,moderate,918,9,furniture/equipment,bad,1
602,602,34,female,1,free,little,moderate,1837,24,education,bad,0
603,603,28,female,3,own,little,,3349,36,furniture/equipment,bad,1
604,604,23,female,2,own,little,rich,1275,10,furniture/equipment,good,1
605,605,22,male,2,own,quite rich,little,2828,24,furniture/equipment,good,1
606,606,74,male,3,own,little,,4526,24,business,good,1
607,607,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad,1
608,608,33,male,2,own,little,,2051,18,radio/TV,good,1
609,609,45,male,2,free,,,1300,15,car,good,1
610,610,22,female,2,own,moderate,little,741,12,domestic appliances,bad,0
611,611,48,female,1,free,moderate,rich,1240,10,car,bad,1
612,612,29,female,2,own,rich,little,3357,21,radio/TV,good,1
613,613,22,female,2,rent,little,little,3632,24,car,good,0
614,614,22,female,2,own,little,,1808,18,furniture/equipment,bad,1
615,615,48,male,3,own,,moderate,12204,48,business,good,1
616,616,27,male,3,free,,moderate,9157,60,radio/TV,good,0
617,617,37,male,2,rent,little,little,3676,6,car,good,1
618,618,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad,0
619,619,49,male,1,own,little,,640,12,car,good,1
620,620,27,male,2,own,little,moderate,3652,21,business,good,1
621,621,32,male,2,own,little,,1530,18,car,bad,1
622,622,38,male,2,own,,,3914,48,business,bad,1
623,623,22,female,2,rent,little,little,1858,12,furniture/equipment,good,0
624,624,65,male,2,free,little,little,2600,18,radio/TV,bad,1
625,625,35,male,2,own,,,1979,15,radio/TV,good,1
626,626,41,male,2,own,little,rich,2116,6,furniture/equipment,good,1
627,627,29,male,2,own,moderate,moderate,1437,9,car,bad,1
628,628,36,male,2,own,quite rich,,4042,42,furniture/equipment,good,1
629,629,64,male,1,own,,,3832,9,education,good,1
630,630,28,female,2,own,little,little,3660,24,radio/TV,good,0
631,631,44,male,2,own,little,little,1553,18,furniture/equipment,bad,1
632,632,23,male,2,own,,moderate,1444,15,radio/TV,good,1
633,633,19,female,2,rent,little,,1980,9,furniture/equipment,bad,1
634,634,25,female,1,own,little,moderate,1355,24,car,bad,0
635,635,47,male,2,own,little,,1393,12,education,good,1
636,636,28,female,2,own,quite rich,,1376,24,radio/TV,good,1
637,637,21,male,2,own,little,,15653,60,radio/TV,good,1
638,638,34,female,2,own,little,,1493,12,radio/TV,good,1
639,639,26,male,2,own,little,little,4370,42,radio/TV,bad,0
640,640,27,female,0,own,little,little,750,18,education,bad,0
641,641,38,male,1,own,little,moderate,1308,15,repairs,good,1
642,642,40,male,3,own,moderate,,4623,15,education,bad,1
643,643,33,male,2,own,little,,1851,24,radio/TV,good,1
644,644,32,male,3,own,little,little,1880,18,radio/TV,good,1
645,645,27,male,2,rent,,,7980,36,business,bad,1
646,646,32,male,2,own,little,little,4583,30,furniture/equipment,good,0
647,647,26,female,2,own,quite rich,,1386,12,car,bad,1
648,648,38,male,2,free,little,rich,947,24,car,bad,1
649,649,40,male,1,rent,little,little,684,12,education,bad,0
650,650,50,male,3,free,little,little,7476,48,education,good,0
651,651,37,male,1,own,little,moderate,1922,12,furniture/equipment,bad,1
652,652,45,male,2,own,little,little,2303,24,car,bad,1
653,653,42,male,3,own,moderate,moderate,8086,36,car,bad,1
654,654,35,male,2,own,little,,2346,24,car,good,1
655,655,22,male,2,free,little,little,3973,14,car,good,0
656,656,41,male,1,own,little,moderate,888,12,car,bad,1
657,657,37,male,2,own,,,10222,48,radio/TV,good,1
658,658,28,female,2,own,little,moderate,4221,30,business,good,0
659,659,41,male,2,own,little,moderate,6361,18,furniture/equipment,good,1
660,660,23,male,2,rent,little,rich,1297,12,radio/TV,good,1
661,661,23,male,2,own,,little,900,12,car,bad,1
662,662,50,male,2,own,little,,2241,21,furniture/equipment,good,1
663,663,35,male,3,own,little,moderate,1050,6,furniture/equipment,good,1
664,664,50,female,1,own,little,rich,1047,6,education,good,1
665,665,27,male,3,own,little,,6314,24,vacation/others,good,1
666,666,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good,1
667,667,27,female,2,own,little,,3609,48,business,good,1
668,668,43,male,2,rent,little,little,4843,12,car,bad,1
669,669,47,male,2,own,little,rich,3017,30,radio/TV,good,1
670,670,27,male,1,own,moderate,,4139,24,business,good,1
671,671,31,male,2,own,moderate,,5742,36,business,good,1
672,672,42,male,3,own,little,,10366,60,car,good,1
673,673,24,male,2,own,quite rich,,2080,6,car,good,1
674,674,41,male,1,own,quite rich,,2580,21,business,bad,1
675,675,26,female,3,rent,little,,4530,30,radio/TV,good,1
676,676,33,male,2,own,little,,5150,24,furniture/equipment,good,1
677,677,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad,0
678,678,64,male,1,rent,little,little,2384,24,radio/TV,good,1
679,679,26,female,2,own,little,,1453,18,radio/TV,good,1
680,680,56,female,2,own,little,,1538,6,education,good,1
681,681,37,male,2,free,,,2279,12,radio/TV,good,1
682,682,33,male,2,own,little,,1478,15,radio/TV,good,1
683,683,47,male,2,free,little,,5103,24,radio/TV,good,1
684,684,31,male,1,own,moderate,moderate,9857,36,business,good,0
685,685,34,male,2,free,,,6527,60,car,good,1
686,686,27,male,2,own,,rich,1347,10,radio/TV,good,1
687,687,30,male,2,free,moderate,moderate,2862,36,car,good,0
688,688,35,male,2,own,moderate,,2753,9,radio/TV,good,1
689,689,31,male,2,own,rich,little,3651,12,car,good,1
690,690,25,male,2,own,little,little,975,15,furniture/equipment,good,1
691,691,25,female,1,own,moderate,moderate,2631,15,repairs,good,0
692,692,29,male,2,own,moderate,moderate,2896,24,radio/TV,good,1
693,693,44,male,1,own,,little,4716,6,car,good,1
694,694,28,male,2,own,little,,2284,24,radio/TV,good,1
695,695,50,male,2,rent,quite rich,,1236,6,car,good,1
696,696,29,male,2,own,little,moderate,1103,12,radio/TV,good,1
697,697,38,female,0,own,little,,926,12,car,good,1
698,698,24,male,2,own,little,,1800,18,radio/TV,good,1
699,699,40,male,3,rent,little,rich,1905,15,education,good,1
700,700,29,female,1,rent,quite rich,,1123,12,furniture/equipment,bad,1
701,701,46,male,2,free,little,little,6331,48,car,bad,0
702,702,47,female,2,free,moderate,rich,1377,24,radio/TV,good,1
703,703,41,male,2,own,moderate,moderate,2503,30,business,good,1
704,704,32,female,2,own,little,moderate,2528,27,business,good,0
705,705,35,female,2,free,quite rich,,5324,15,car,good,1
706,706,24,male,2,own,moderate,moderate,6560,48,car,bad,0
707,707,25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad,1
708,708,25,female,2,own,little,moderate,1206,9,radio/TV,good,1
709,709,37,male,1,own,little,moderate,2118,9,radio/TV,good,1
710,710,32,male,3,own,quite rich,,629,18,radio/TV,good,1
711,711,35,female,2,free,little,little,1198,6,education,bad,0
712,712,46,male,3,own,,,2476,21,car,good,1
713,713,25,male,1,own,little,little,1138,9,radio/TV,good,1
714,714,27,male,3,own,little,moderate,14027,60,car,bad,0
715,715,63,male,2,own,,,7596,30,car,good,1
716,716,40,male,2,own,,,3077,30,radio/TV,good,1
717,717,32,male,3,free,little,,1505,18,radio/TV,good,1
718,718,31,male,2,own,,rich,3148,24,radio/TV,good,1
719,719,31,male,2,own,moderate,moderate,6148,20,car,good,1
720,720,34,male,3,own,little,rich,1337,9,radio/TV,bad,1
721,721,24,female,2,rent,rich,moderate,433,6,education,bad,1
722,722,24,female,1,own,little,little,1228,12,car,bad,0
723,723,66,female,1,own,quite rich,moderate,790,9,radio/TV,good,1
724,724,21,female,2,rent,little,,2570,27,car,bad,1
725,725,41,female,1,own,rich,,250,6,car,good,1
726,726,47,male,1,own,quite rich,,1316,15,radio/TV,good,1
727,727,25,female,2,rent,little,little,1882,18,radio/TV,bad,0
728,728,59,female,2,rent,little,moderate,6416,48,business,bad,0
729,729,36,male,2,own,rich,rich,1275,24,business,good,1
730,730,33,male,2,own,little,moderate,6403,24,radio/TV,good,1
731,731,21,male,1,rent,little,little,1987,24,radio/TV,bad,0
732,732,44,female,1,own,little,moderate,760,8,radio/TV,good,1
733,733,28,female,2,rent,rich,,2603,24,car,good,1
734,734,37,female,2,own,little,,3380,4,car,good,1
735,735,29,female,0,own,,moderate,3990,36,domestic appliances,good,0
736,736,23,female,3,rent,little,moderate,11560,24,car,bad,0
737,737,35,male,1,own,moderate,little,4380,18,car,good,1
738,738,45,male,3,own,little,,6761,6,car,good,1
739,739,26,female,1,rent,moderate,moderate,4280,30,business,bad,0
740,740,32,male,2,own,moderate,little,2325,24,car,good,1
741,741,23,male,1,own,little,moderate,1048,10,radio/TV,good,1
742,742,41,male,2,own,,,3160,21,radio/TV,good,1
743,743,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good,1
744,744,30,male,3,own,,little,14179,39,furniture/equipment,good,1
745,745,28,male,1,own,little,little,1797,13,business,good,1
746,746,23,female,2,rent,little,little,2511,15,car,good,0
747,747,37,female,1,own,little,little,1274,12,car,bad,0
748,748,26,male,2,own,,,5248,21,car,good,1
749,749,33,male,2,own,little,,3029,15,car,good,1
750,750,49,female,2,own,little,little,428,6,furniture/equipment,good,1
751,751,23,female,1,own,little,little,976,18,car,bad,0
752,752,23,female,1,rent,moderate,moderate,841,12,business,good,1
753,753,25,female,2,own,little,,5771,30,radio/TV,good,1
754,754,55,male,2,free,rich,,1555,12,repairs,bad,1
755,755,32,female,2,rent,,little,1285,24,car,bad,1
756,756,74,male,0,own,little,rich,1299,6,car,good,1
757,757,39,male,2,free,,rich,1271,15,radio/TV,bad,1
758,758,31,male,2,own,little,,1393,24,car,good,1
759,759,35,male,2,own,little,little,691,12,car,bad,1
760,760,59,female,2,own,,,5045,15,car,good,1
761,761,24,female,2,rent,little,little,2124,18,furniture/equipment,bad,0
762,762,24,male,1,own,little,little,2214,12,radio/TV,good,1
763,763,30,male,3,free,,,12680,21,car,bad,1
764,764,27,male,2,own,moderate,,2463,24,car,good,1
765,765,40,male,1,own,little,moderate,1155,12,radio/TV,good,1
766,766,31,male,1,own,little,little,3108,30,furniture/equipment,bad,0
767,767,31,female,2,rent,,,2901,10,car,good,1
768,768,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good,1
769,769,63,male,1,own,little,,1655,12,radio/TV,good,1
770,770,26,female,2,rent,,little,2812,24,car,good,0
771,771,25,female,3,own,little,little,8065,36,education,bad,0
772,772,36,male,3,own,little,,3275,21,car,good,1
773,773,52,male,2,own,moderate,,2223,24,radio/TV,good,1
774,774,66,male,0,free,quite rich,rich,1480,12,car,good,1
775,775,25,female,2,rent,,little,1371,24,car,bad,0
776,776,37,male,2,own,little,,3535,36,car,good,1
777,777,25,female,2,own,little,little,3509,18,radio/TV,good,1
778,778,38,male,3,own,rich,,5711,36,car,good,1
779,779,67,female,2,own,little,moderate,3872,18,repairs,good,1
780,780,25,male,2,own,little,moderate,4933,39,radio/TV,bad,1
781,781,60,male,2,own,rich,,1940,24,car,good,1
782,782,31,male,1,own,little,moderate,1410,12,education,good,0
783,783,23,female,1,own,moderate,moderate,836,12,car,bad,1
784,784,60,male,3,own,,moderate,6468,20,car,good,1
785,785,35,male,1,own,rich,moderate,1941,18,business,good,1
786,786,40,male,2,own,quite rich,,2675,22,radio/TV,good,1
787,787,38,male,2,own,,,2751,48,car,good,1
788,788,50,male,2,free,little,moderate,6224,48,education,bad,0
789,789,27,male,2,own,little,little,5998,40,education,bad,0
790,790,39,female,2,own,little,moderate,1188,21,business,bad,1
791,791,41,male,3,own,,,6313,24,car,good,1
792,792,27,male,2,own,,,1221,6,furniture/equipment,good,1
793,793,51,male,2,free,little,rich,2892,24,furniture/equipment,good,1
794,794,32,male,2,rent,quite rich,,3062,24,furniture/equipment,good,1
795,795,22,female,2,rent,moderate,,2301,9,furniture/equipment,good,1
796,796,51,male,2,free,,little,7511,18,car,bad,1
797,797,22,female,1,rent,little,,1258,12,furniture/equipment,good,1
798,798,54,male,2,own,,,717,24,car,good,1
799,799,35,male,0,own,,moderate,1549,9,car,good,1
800,800,54,male,2,free,little,,1597,24,education,good,1
801,801,48,female,1,rent,little,moderate,1795,18,radio/TV,good,1
802,802,24,female,2,own,little,little,4272,20,furniture/equipment,good,0
803,803,35,male,2,own,,,976,12,radio/TV,good,1
804,804,24,female,0,rent,,moderate,7472,12,car,good,1
805,805,24,male,2,own,little,little,9271,36,car,bad,0
806,806,26,male,1,own,little,moderate,590,6,radio/TV,good,1
807,807,65,male,2,own,,,930,12,radio/TV,good,1
808,808,55,male,3,free,little,moderate,9283,42,car,good,0
809,809,26,female,0,rent,little,moderate,1778,15,car,bad,0
810,810,26,male,2,own,little,moderate,907,8,business,good,1
811,811,28,male,1,own,little,moderate,484,6,radio/TV,good,1
812,812,24,male,2,own,little,little,9629,36,car,bad,0
813,813,54,male,2,own,little,little,3051,48,domestic appliances,bad,0
814,814,46,male,2,free,little,little,3931,48,car,bad,0
815,815,54,female,2,rent,little,moderate,7432,36,car,good,0
816,816,62,male,2,own,quite rich,,1338,6,domestic appliances,good,1
817,817,24,female,2,rent,little,,1554,6,radio/TV,good,1
818,818,43,male,3,own,little,little,15857,36,vacation/others,good,0
819,819,26,male,2,own,little,little,1345,18,radio/TV,bad,1
820,820,27,male,2,own,little,,1101,12,car,good,1
821,821,24,male,2,own,little,rich,3016,12,radio/TV,good,1
822,822,41,male,2,own,little,little,2712,36,furniture/equipment,bad,0
823,823,47,male,1,own,little,little,731,8,car,good,1
824,824,35,male,3,own,little,,3780,18,furniture/equipment,good,1
825,825,30,male,2,own,little,little,1602,21,car,good,1
826,826,33,female,2,rent,little,little,3966,18,car,bad,0
827,827,36,male,2,own,little,,4165,18,business,bad,1
828,828,47,male,2,free,,little,8335,36,car,bad,1
829,829,38,male,2,free,,moderate,6681,48,business,good,1
830,830,44,male,2,own,quite rich,,2375,24,business,good,1
831,831,23,female,2,rent,little,little,1216,18,car,bad,0
832,832,29,male,2,rent,little,little,11816,45,business,bad,0
833,833,42,female,2,own,,moderate,5084,24,radio/TV,good,1
834,834,25,female,1,own,little,rich,2327,15,radio/TV,bad,1
835,835,48,male,2,own,little,little,1082,12,car,bad,1
836,836,21,female,2,own,,,886,12,radio/TV,good,1
837,837,23,female,1,rent,little,,601,4,furniture/equipment,good,1
838,838,63,male,2,own,little,little,2957,24,car,good,1
839,839,46,male,2,own,little,,2611,24,radio/TV,good,1
840,840,29,male,2,own,little,little,5179,36,furniture/equipment,bad,0
841,841,28,male,1,own,little,,2993,21,car,good,1
842,842,23,female,2,own,little,,1943,18,repairs,bad,1
843,843,50,male,2,own,little,,1559,24,business,good,1
844,844,47,male,2,own,little,,3422,18,furniture/equipment,good,1
845,845,35,male,2,own,,moderate,3976,21,furniture/equipment,good,1
846,846,68,male,2,rent,,,6761,18,car,bad,1
847,847,28,male,2,own,little,,1249,24,car,good,1
848,848,59,male,2,own,little,little,1364,9,radio/TV,good,1
849,849,57,male,1,own,little,little,709,12,radio/TV,bad,1
850,850,33,male,2,rent,little,little,2235,20,car,bad,0
851,851,43,male,2,own,,,4042,24,car,good,1
852,852,35,male,2,free,little,,1471,15,radio/TV,good,1
853,853,32,male,1,free,little,little,1442,18,car,bad,0
854,854,45,male,2,own,little,,10875,36,car,good,1
855,855,33,male,2,own,moderate,,1474,24,car,good,1
856,856,40,female,2,own,,,894,10,education,good,1
857,857,28,male,2,free,little,,3343,15,furniture/equipment,good,1
858,858,29,female,2,own,little,little,3959,15,car,bad,0
859,859,26,male,2,rent,moderate,,3577,9,car,good,1
860,860,27,male,2,own,rich,,5804,24,car,good,1
861,861,28,male,2,own,little,,2169,18,business,bad,1
862,862,35,female,2,own,little,little,2439,24,radio/TV,bad,1
863,863,32,male,1,own,rich,,4526,27,furniture/equipment,good,1
864,864,25,male,1,rent,little,,2210,10,furniture/equipment,bad,1
865,865,20,female,2,rent,quite rich,,2221,15,furniture/equipment,good,1
866,866,27,female,2,own,little,little,2389,18,radio/TV,good,1
867,867,42,male,2,own,little,,3331,12,furniture/equipment,good,1
868,868,37,male,2,own,,,7409,36,business,good,1
869,869,24,female,2,rent,little,little,652,12,furniture/equipment,good,0
870,870,40,female,2,own,quite rich,,7678,36,furniture/equipment,good,1
871,871,46,male,2,own,little,rich,1343,6,car,good,1
872,872,26,male,2,own,moderate,little,1382,24,business,good,1
873,873,24,female,2,own,,,874,15,domestic appliances,good,1
874,874,29,male,1,own,little,little,3590,12,furniture/equipment,good,1
875,875,40,female,2,own,rich,moderate,1322,11,car,good,1
876,876,36,male,3,free,little,little,1940,18,radio/TV,good,1
877,877,28,male,2,own,little,,3595,36,radio/TV,good,1
878,878,27,male,3,free,little,little,1422,9,car,bad,1
879,879,36,male,2,own,,,6742,30,radio/TV,good,1
880,880,38,male,3,own,little,,7814,24,car,good,1
881,881,48,male,2,free,,,9277,24,car,good,1
882,882,36,male,2,own,,moderate,2181,30,car,good,1
883,883,65,female,0,own,little,,1098,18,radio/TV,good,1
884,884,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad,1
885,885,53,female,2,own,little,little,795,12,education,bad,0
886,886,34,male,2,own,,moderate,2825,24,business,good,1
887,887,23,male,2,own,little,moderate,15672,48,business,bad,0
888,888,34,male,3,own,little,,6614,36,car,good,1
889,889,40,male,2,rent,,,7824,28,car,good,1
890,890,43,male,3,own,little,little,2442,27,business,good,1
891,891,46,male,2,own,little,,1829,15,radio/TV,good,1
892,892,38,male,1,own,little,little,2171,12,car,good,1
893,893,34,male,2,own,little,moderate,5800,36,car,good,0
894,894,29,male,2,own,,,1169,18,radio/TV,good,1
895,895,31,male,3,own,,,8947,36,car,good,1
896,896,28,female,3,rent,little,little,2606,21,radio/TV,good,0
897,897,35,female,2,own,rich,,1592,12,furniture/equipment,good,1
898,898,33,female,1,rent,,,2186,15,furniture/equipment,good,1
899,899,42,male,2,own,little,little,4153,18,furniture/equipment,bad,1
900,900,43,male,2,rent,little,little,2625,16,car,bad,1
901,901,44,male,2,own,,,3485,20,car,good,1
902,902,42,male,2,free,,,10477,36,car,good,1
903,903,40,male,2,rent,,,1386,15,radio/TV,good,1
904,904,36,male,3,own,little,,1278,24,radio/TV,good,1
905,905,20,male,3,rent,little,little,1107,12,radio/TV,good,1
906,906,24,male,1,own,,little,3763,21,car,good,1
907,907,27,male,2,own,,moderate,3711,36,education,good,0
908,908,46,female,1,own,little,,3594,15,car,good,1
909,909,33,female,1,own,,moderate,3195,9,car,good,1
910,910,34,female,2,own,little,,4454,36,radio/TV,good,1
911,911,25,female,1,own,little,moderate,4736,24,furniture/equipment,bad,0
912,912,25,female,2,own,,moderate,2991,30,radio/TV,good,1
913,913,28,male,2,own,rich,,2142,11,business,good,1
914,914,31,male,2,rent,little,little,3161,24,business,bad,0
915,915,32,female,3,own,little,moderate,18424,48,vacation/others,bad,0
916,916,32,male,2,own,moderate,,2848,10,car,good,1
917,917,68,male,3,own,little,little,14896,6,car,bad,1
918,918,33,male,2,own,moderate,little,2359,24,furniture/equipment,bad,1
919,919,39,male,3,rent,little,little,3345,24,furniture/equipment,bad,1
920,920,28,female,2,own,little,,1817,18,furniture/equipment,good,1
921,921,37,male,3,own,quite rich,,12749,48,radio/TV,good,1
